Month,DepartmentType,LocationName,Area,NumberOfAttendancesEpisode,NumberMeetingTargetEpisode,AttendanceGreater8hrs,AttendanceGreater12hrs,UnaccountedAttendanceWait,DischargeDestinationAdmissionToSame,DischargeDestinationOtherSpecialty,DischargeDestinationResidence,DischargeDestinationTransfer,DischargeDestinationUnknown,Year,NumberMeetingTargetEpisodePercentage,AttendanceGreater8hrsPercentage,AttendanceGreater12hrsPercentage,UnaccountedAttendanceWaitPercentage,DischargeDestinationAdmissionToSamePercentage,DischargeDestinationOtherSpecialtyPercentage,DischargeDestinationResidencePercentage,DischargeDestinationTransferPercentage,DischargeDestinationUnknownPercentage
07-2020,Emergency Department,Victoria Hospital,NHS Fife,4790.0,4542.0,7.0,0.0,241.0,1470.0,6.0,3201.0,43.0,70.0,2020,94.82,0.15,0.0,5.03,30.69,0.13,66.83,0.9,1.46
07-2020,Minor Injury Unit or Other,Adamson Hospital,NHS Fife,129.0,129.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,4.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,96.9,0.0,3.1
07-2020,Minor Injury Unit or Other,St Andrews Community Hospital,NHS Fife,239.0,239.0,0.0,0.0,0.0,0.0,0.0,232.0,7.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,97.07,2.93,0.0
07-2020,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1288.0,1287.0,0.0,0.0,1.0,8.0,0.0,1203.0,71.0,6.0,2020,99.92,0.0,0.0,0.08,0.62,0.0,93.4,5.51,0.47
07-2020,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,2151.0,2141.0,0.0,0.0,10.0,11.0,0.0,1968.0,0.0,172.0,2020,99.54,0.0,0.0,0.46,0.51,0.0,91.49,0.0,8.0
07-2020,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,4153.0,3893.0,4.0,0.0,256.0,1434.0,7.0,2590.0,30.0,92.0,2020,93.74,0.1,0.0,6.16,34.53,0.17,62.36,0.72,2.22
07-2020,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4641.0,4203.0,7.0,1.0,430.0,1403.0,4.0,3109.0,9.0,116.0,2020,90.56,0.15,0.02,9.27,30.23,0.09,66.99,0.19,2.5
07-2020,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,979.0,960.0,0.0,0.0,19.0,92.0,1.0,877.0,0.0,9.0,2020,98.06,0.0,0.0,1.94,9.4,0.1,89.58,0.0,0.92
07-2020,Emergency Department,Dr Gray's Hospital,NHS Grampian,2030.0,1889.0,7.0,1.0,133.0,504.0,3.0,1513.0,10.0,0.0,2020,93.05,0.34,0.05,6.55,24.83,0.15,74.53,0.49,0.0
07-2020,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1036.0,1006.0,0.0,0.0,30.0,102.0,0.0,866.0,51.0,17.0,2020,97.1,0.0,0.0,2.9,9.85,0.0,83.59,4.92,1.64
07-2020,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2066.0,1960.0,7.0,0.0,99.0,454.0,3.0,1537.0,35.0,37.0,2020,94.87,0.34,0.0,4.79,21.97,0.15,74.39,1.69,1.79
07-2020,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,4196.0,3960.0,17.0,0.0,219.0,1167.0,9.0,2863.0,102.0,55.0,2020,94.38,0.41,0.0,5.22,27.81,0.21,68.23,2.43,1.31
07-2020,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,6075.0,5826.0,8.0,0.0,241.0,1952.0,15.0,3813.0,97.0,198.0,2020,95.9,0.13,0.0,3.97,32.13,0.25,62.77,1.6,3.26
07-2020,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1615.0,1613.0,0.0,0.0,2.0,1.0,0.0,1453.0,96.0,65.0,2020,99.88,0.0,0.0,0.12,0.06,0.0,89.97,5.94,4.02
07-2020,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1103.0,1097.0,0.0,0.0,6.0,0.0,0.0,1061.0,27.0,15.0,2020,99.46,0.0,0.0,0.54,0.0,0.0,96.19,2.45,1.36
07-2020,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,7191.0,6830.0,7.0,1.0,353.0,2530.0,15.0,4462.0,56.0,128.0,2020,94.98,0.1,0.01,4.91,35.18,0.21,62.05,0.78,1.78
07-2020,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,2774.0,2751.0,0.0,0.0,23.0,530.0,1.0,2238.0,3.0,2.0,2020,99.17,0.0,0.0,0.83,19.11,0.04,80.68,0.11,0.07
07-2020,Emergency Department,Lorn & Islands Hospital,NHS Highland,542.0,524.0,0.0,0.0,18.0,130.0,3.0,388.0,16.0,5.0,2020,96.68,0.0,0.0,3.32,23.99,0.55,71.59,2.95,0.92
07-2020,Emergency Department,Caithness General Hospital,NHS Highland,669.0,638.0,6.0,0.0,25.0,157.0,0.0,490.0,10.0,12.0,2020,95.37,0.9,0.0,3.74,23.47,0.0,73.24,1.49,1.79
07-2020,Emergency Department,Raigmore Hospital,NHS Highland,2742.0,2608.0,5.0,0.0,129.0,727.0,6.0,1908.0,18.0,83.0,2020,95.11,0.18,0.0,4.7,26.51,0.22,69.58,0.66,3.03
07-2020,Emergency Department,Belford Hospital,NHS Highland,676.0,650.0,0.0,0.0,26.0,111.0,0.0,541.0,16.0,8.0,2020,96.15,0.0,0.0,3.85,16.42,0.0,80.03,2.37,1.18
07-2020,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5072.0,4670.0,35.0,5.0,362.0,1653.0,8.0,3315.0,86.0,10.0,2020,92.07,0.69,0.1,7.14,32.59,0.16,65.36,1.7,0.2
07-2020,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4760.0,4474.0,14.0,1.0,271.0,1286.0,7.0,3390.0,75.0,2.0,2020,93.99,0.29,0.02,5.69,27.02,0.15,71.22,1.58,0.04
07-2020,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5695.0,5231.0,55.0,6.0,403.0,1862.0,7.0,3745.0,58.0,23.0,2020,91.85,0.97,0.11,7.08,32.7,0.12,65.76,1.02,0.4
07-2020,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2672.0,2525.0,1.0,0.0,146.0,983.0,0.0,1684.0,5.0,0.0,2020,94.5,0.04,0.0,5.46,36.79,0.0,63.02,0.19,0.0
07-2020,Emergency Department,St John's Hospital,NHS Lothian,4194.0,4018.0,11.0,0.0,165.0,855.0,3.0,3295.0,38.0,3.0,2020,95.8,0.26,0.0,3.93,20.39,0.07,78.56,0.91,0.07
07-2020,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9018.0,8419.0,44.0,3.0,552.0,3396.0,10.0,5494.0,101.0,17.0,2020,93.36,0.49,0.03,6.12,37.66,0.11,60.92,1.12,0.19
07-2020,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3027.0,2959.0,1.0,0.0,67.0,376.0,1.0,2511.0,73.0,66.0,2020,97.75,0.03,0.0,2.21,12.42,0.03,82.95,2.41,2.18
07-2020,Emergency Department,The Balfour,NHS Orkney,467.0,463.0,0.0,0.0,4.0,130.0,0.0,331.0,0.0,6.0,2020,99.14,0.0,0.0,0.86,27.84,0.0,70.88,0.0,1.28
07-2020,Emergency Department,Gilbert Bain Hospital,NHS Shetland,521.0,519.0,0.0,0.0,2.0,119.0,1.0,390.0,2.0,9.0,2020,99.62,0.0,0.0,0.38,22.84,0.19,74.86,0.38,1.73
07-2020,Emergency Department,Ninewells Hospital,NHS Tayside,4184.0,4024.0,2.0,0.0,158.0,1446.0,9.0,2509.0,168.0,52.0,2020,96.18,0.05,0.0,3.78,34.56,0.22,59.97,4.02,1.24
07-2020,Emergency Department,Perth Royal Infirmary,NHS Tayside,1793.0,1724.0,4.0,0.0,65.0,363.0,0.0,1257.0,161.0,12.0,2020,96.15,0.22,0.0,3.63,20.25,0.0,70.11,8.98,0.67
07-2020,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,647.0,647.0,0.0,0.0,0.0,0.0,0.0,585.0,61.0,1.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,90.42,9.43,0.15
07-2020,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,266.0,266.0,0.0,0.0,0.0,0.0,0.0,248.0,18.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,93.23,6.77,0.0
07-2020,Emergency Department,Western Isles Hospital,NHS Western Isles,369.0,365.0,0.0,0.0,4.0,86.0,1.0,273.0,3.0,6.0,2020,98.92,0.0,0.0,1.08,23.31,0.27,73.98,0.81,1.63
07-2020,Minor Injury Unit or Other,Uist & Barra Hospital,NHS Western Isles,95.0,94.0,0.0,0.0,1.0,8.0,0.0,86.0,1.0,0.0,2020,98.95,0.0,0.0,1.05,8.42,0.0,90.53,1.05,0.0
08-2020,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5715.0,5331.0,52.0,2.0,330.0,1644.0,2.0,3690.0,44.0,335.0,2020,93.28,0.91,0.03,5.77,28.77,0.03,64.57,0.77,5.86
08-2020,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3091.0,2893.0,17.0,1.0,180.0,958.0,2.0,2010.0,76.0,45.0,2020,93.59,0.55,0.03,5.82,30.99,0.06,65.03,2.46,1.46
08-2020,Emergency Department,Borders General Hospital,NHS Borders,2520.0,2184.0,55.0,20.0,261.0,735.0,3.0,1744.0,29.0,9.0,2020,86.67,2.18,0.79,10.36,29.17,0.12,69.21,1.15,0.36
08-2020,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,1126.0,1059.0,11.0,0.0,56.0,76.0,2.0,962.0,55.0,31.0,2020,94.05,0.98,0.0,4.97,6.75,0.18,85.44,4.88,2.75
08-2020,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2893.0,2700.0,5.0,0.0,188.0,829.0,4.0,1986.0,30.0,44.0,2020,93.33,0.17,0.0,6.5,28.66,0.14,68.65,1.04,1.52
08-2020,Emergency Department,Victoria Hospital,NHS Fife,5229.0,4911.0,7.0,0.0,311.0,1562.0,5.0,3536.0,43.0,83.0,2020,93.92,0.13,0.0,5.95,29.87,0.1,67.62,0.82,1.59
08-2020,Minor Injury Unit or Other,Adamson Hospital,NHS Fife,133.0,131.0,0.0,0.0,2.0,0.0,0.0,124.0,1.0,8.0,2020,98.5,0.0,0.0,1.5,0.0,0.0,93.23,0.75,6.02
08-2020,Minor Injury Unit or Other,St Andrews Community Hospital,NHS Fife,219.0,219.0,0.0,0.0,0.0,0.0,0.0,208.0,11.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,94.98,5.02,0.0
08-2020,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1487.0,1484.0,1.0,0.0,2.0,12.0,0.0,1398.0,64.0,13.0,2020,99.8,0.07,0.0,0.13,0.81,0.0,94.01,4.3,0.87
08-2020,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,2460.0,2444.0,0.0,0.0,16.0,12.0,0.0,2201.0,2.0,245.0,2020,99.35,0.0,0.0,0.65,0.49,0.0,89.47,0.08,9.96
08-2020,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,4292.0,3846.0,17.0,3.0,426.0,1423.0,10.0,2731.0,29.0,99.0,2020,89.61,0.4,0.07,9.93,33.15,0.23,63.63,0.68,2.31
08-2020,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4341.0,3881.0,25.0,1.0,434.0,1335.0,15.0,2859.0,10.0,122.0,2020,89.4,0.58,0.02,10.0,30.75,0.35,65.86,0.23,2.81
08-2020,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1178.0,1161.0,0.0,0.0,17.0,102.0,0.0,1070.0,0.0,6.0,2020,98.56,0.0,0.0,1.44,8.66,0.0,90.83,0.0,0.51
08-2020,Emergency Department,Dr Gray's Hospital,NHS Grampian,2093.0,1961.0,9.0,1.0,122.0,510.0,4.0,1565.0,8.0,6.0,2020,93.69,0.43,0.05,5.83,24.37,0.19,74.77,0.38,0.29
08-2020,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1198.0,1172.0,0.0,0.0,26.0,116.0,1.0,998.0,64.0,19.0,2020,97.83,0.0,0.0,2.17,9.68,0.08,83.31,5.34,1.59
08-2020,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2276.0,2109.0,8.0,0.0,159.0,494.0,4.0,1691.0,27.0,60.0,2020,92.66,0.35,0.0,6.99,21.7,0.18,74.3,1.19,2.64
08-2020,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,4654.0,4325.0,39.0,0.0,290.0,1260.0,7.0,3197.0,97.0,93.0,2020,92.93,0.84,0.0,6.23,27.07,0.15,68.69,2.08,2.0
08-2020,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,6447.0,6136.0,10.0,0.0,301.0,2199.0,12.0,3930.0,122.0,184.0,2020,95.18,0.16,0.0,4.67,34.11,0.19,60.96,1.89,2.85
08-2020,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1817.0,1816.0,0.0,0.0,1.0,0.0,0.0,1638.0,113.0,66.0,2020,99.94,0.0,0.0,0.06,0.0,0.0,90.15,6.22,3.63
08-2020,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1932.0,1919.0,0.0,0.0,13.0,0.0,2.0,1842.0,61.0,27.0,2020,99.33,0.0,0.0,0.67,0.0,0.1,95.34,3.16,1.4
08-2020,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,7395.0,6624.0,28.0,0.0,743.0,2677.0,16.0,4487.0,60.0,155.0,2020,89.57,0.38,0.0,10.05,36.2,0.22,60.68,0.81,2.1
08-2020,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3151.0,3094.0,0.0,0.0,57.0,697.0,0.0,2447.0,1.0,6.0,2020,98.19,0.0,0.0,1.81,22.12,0.0,77.66,0.03,0.19
08-2020,Emergency Department,Lorn & Islands Hospital,NHS Highland,707.0,693.0,0.0,0.0,14.0,149.0,0.0,530.0,11.0,17.0,2020,98.02,0.0,0.0,1.98,21.07,0.0,74.96,1.56,2.4
08-2020,Emergency Department,Caithness General Hospital,NHS Highland,704.0,675.0,2.0,0.0,27.0,128.0,4.0,549.0,11.0,12.0,2020,95.88,0.28,0.0,3.84,18.18,0.57,77.98,1.56,1.7
08-2020,Emergency Department,Raigmore Hospital,NHS Highland,3160.0,2836.0,14.0,1.0,309.0,765.0,5.0,2217.0,31.0,142.0,2020,89.75,0.44,0.03,9.78,24.21,0.16,70.16,0.98,4.49
08-2020,Emergency Department,Belford Hospital,NHS Highland,893.0,844.0,1.0,0.0,48.0,134.0,1.0,724.0,22.0,12.0,2020,94.51,0.11,0.0,5.38,15.01,0.11,81.08,2.46,1.34
08-2020,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5548.0,4804.0,54.0,5.0,685.0,1766.0,1.0,3663.0,95.0,23.0,2020,86.59,0.97,0.09,12.35,31.83,0.02,66.02,1.71,0.41
08-2020,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4998.0,4540.0,36.0,4.0,418.0,1329.0,3.0,3563.0,95.0,8.0,2020,90.84,0.72,0.08,8.36,26.59,0.06,71.29,1.9,0.16
08-2020,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,6292.0,5567.0,52.0,1.0,672.0,1872.0,7.0,4324.0,54.0,35.0,2020,88.48,0.83,0.02,10.68,29.75,0.11,68.72,0.86,0.56
08-2020,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,2937.0,2709.0,6.0,0.0,222.0,1088.0,0.0,1844.0,4.0,1.0,2020,92.24,0.2,0.0,7.56,37.04,0.0,62.79,0.14,0.03
08-2020,Emergency Department,St John's Hospital,NHS Lothian,4623.0,4372.0,17.0,2.0,232.0,875.0,3.0,3697.0,42.0,6.0,2020,94.57,0.37,0.04,5.02,18.93,0.06,79.97,0.91,0.13
08-2020,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9638.0,8536.0,69.0,8.0,1025.0,3550.0,8.0,5930.0,118.0,32.0,2020,88.57,0.72,0.08,10.63,36.83,0.08,61.53,1.22,0.33
08-2020,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3801.0,3697.0,0.0,0.0,104.0,507.0,0.0,3145.0,94.0,55.0,2020,97.26,0.0,0.0,2.74,13.34,0.0,82.74,2.47,1.45
08-2020,Emergency Department,The Balfour,NHS Orkney,520.0,513.0,0.0,0.0,7.0,142.0,0.0,369.0,5.0,4.0,2020,98.65,0.0,0.0,1.35,27.31,0.0,70.96,0.96,0.77
08-2020,Emergency Department,Gilbert Bain Hospital,NHS Shetland,522.0,514.0,0.0,0.0,8.0,163.0,0.0,354.0,2.0,3.0,2020,98.47,0.0,0.0,1.53,31.23,0.0,67.82,0.38,0.57
08-2020,Emergency Department,Ninewells Hospital,NHS Tayside,4422.0,4175.0,0.0,0.0,247.0,1520.0,2.0,2662.0,183.0,55.0,2020,94.41,0.0,0.0,5.59,34.37,0.05,60.2,4.14,1.24
08-2020,Emergency Department,Perth Royal Infirmary,NHS Tayside,1954.0,1854.0,9.0,1.0,90.0,360.0,0.0,1349.0,220.0,25.0,2020,94.88,0.46,0.05,4.61,18.42,0.0,69.04,11.26,1.28
08-2020,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,724.0,724.0,0.0,0.0,0.0,0.0,1.0,639.0,80.0,4.0,2020,100.0,0.0,0.0,0.0,0.0,0.14,88.26,11.05,0.55
08-2020,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,324.0,324.0,0.0,0.0,0.0,0.0,0.0,311.0,12.0,1.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,95.99,3.7,0.31
08-2020,Emergency Department,Western Isles Hospital,NHS Western Isles,492.0,483.0,0.0,0.0,9.0,156.0,0.0,320.0,6.0,10.0,2020,98.17,0.0,0.0,1.83,31.71,0.0,65.04,1.22,2.03
08-2020,Minor Injury Unit or Other,Uist & Barra Hospital,NHS Western Isles,129.0,129.0,0.0,0.0,0.0,11.0,0.0,115.0,1.0,2.0,2020,100.0,0.0,0.0,0.0,8.53,0.0,89.15,0.78,1.55
09-2020,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5126.0,4567.0,183.0,81.0,295.0,1470.0,9.0,3353.0,47.0,247.0,2020,89.09,3.57,1.58,5.75,28.68,0.18,65.41,0.92,4.82
09-2020,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,2741.0,2545.0,28.0,6.0,162.0,825.0,5.0,1818.0,66.0,27.0,2020,92.85,1.02,0.22,5.91,30.1,0.18,66.33,2.41,0.99
09-2020,Emergency Department,Borders General Hospital,NHS Borders,2493.0,2133.0,55.0,21.0,284.0,779.0,3.0,1651.0,32.0,28.0,2020,85.56,2.21,0.84,11.39,31.25,0.12,66.23,1.28,1.12
09-2020,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,937.0,878.0,7.0,1.0,51.0,90.0,1.0,772.0,54.0,20.0,2020,93.7,0.75,0.11,5.44,9.61,0.11,82.39,5.76,2.13
09-2020,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2448.0,2304.0,4.0,1.0,139.0,798.0,4.0,1589.0,20.0,37.0,2020,94.12,0.16,0.04,5.68,32.6,0.16,64.91,0.82,1.51
09-2020,Emergency Department,Victoria Hospital,NHS Fife,4882.0,4643.0,4.0,0.0,235.0,1435.0,3.0,3345.0,44.0,55.0,2020,95.1,0.08,0.0,4.81,29.39,0.06,68.52,0.9,1.13
09-2020,Minor Injury Unit or Other,Adamson Hospital,NHS Fife,134.0,133.0,0.0,0.0,1.0,1.0,0.0,128.0,2.0,3.0,2020,99.25,0.0,0.0,0.75,0.75,0.0,95.52,1.49,2.24
09-2020,Minor Injury Unit or Other,St Andrews Community Hospital,NHS Fife,285.0,283.0,0.0,0.0,2.0,4.0,0.0,273.0,8.0,0.0,2020,99.3,0.0,0.0,0.7,1.4,0.0,95.79,2.81,0.0
09-2020,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1488.0,1487.0,0.0,0.0,1.0,5.0,0.0,1370.0,90.0,23.0,2020,99.93,0.0,0.0,0.07,0.34,0.0,92.07,6.05,1.55
09-2020,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,2081.0,2076.0,0.0,0.0,5.0,20.0,0.0,1900.0,2.0,159.0,2020,99.76,0.0,0.0,0.24,0.96,0.0,91.3,0.1,7.64
09-2020,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,3979.0,3439.0,18.0,3.0,519.0,1370.0,16.0,2464.0,24.0,105.0,2020,86.43,0.45,0.08,13.04,34.43,0.4,61.93,0.6,2.64
09-2020,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4210.0,3755.0,19.0,2.0,434.0,1197.0,8.0,2816.0,15.0,174.0,2020,89.19,0.45,0.05,10.31,28.43,0.19,66.89,0.36,4.13
09-2020,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1243.0,1214.0,0.0,0.0,29.0,103.0,1.0,1135.0,0.0,4.0,2020,97.67,0.0,0.0,2.33,8.29,0.08,91.31,0.0,0.32
09-2020,Emergency Department,Dr Gray's Hospital,NHS Grampian,1876.0,1781.0,2.0,0.0,93.0,464.0,4.0,1401.0,2.0,5.0,2020,94.94,0.11,0.0,4.96,24.73,0.21,74.68,0.11,0.27
09-2020,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1177.0,1162.0,1.0,0.0,14.0,110.0,0.0,1009.0,48.0,10.0,2020,98.73,0.08,0.0,1.19,9.35,0.0,85.73,4.08,0.85
09-2020,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2025.0,1889.0,5.0,0.0,131.0,442.0,4.0,1496.0,39.0,44.0,2020,93.28,0.25,0.0,6.47,21.83,0.2,73.88,1.93,2.17
09-2020,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,4359.0,4018.0,44.0,2.0,295.0,1302.0,5.0,2889.0,100.0,63.0,2020,92.18,1.01,0.05,6.77,29.87,0.11,66.28,2.29,1.45
09-2020,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,6152.0,5708.0,13.0,0.0,431.0,2121.0,22.0,3706.0,116.0,187.0,2020,92.78,0.21,0.0,7.01,34.48,0.36,60.24,1.89,3.04
09-2020,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1830.0,1830.0,0.0,0.0,0.0,1.0,0.0,1626.0,131.0,72.0,2020,100.0,0.0,0.0,0.0,0.05,0.0,88.85,7.16,3.93
09-2020,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1844.0,1837.0,0.0,0.0,7.0,2.0,0.0,1746.0,52.0,44.0,2020,99.62,0.0,0.0,0.38,0.11,0.0,94.69,2.82,2.39
09-2020,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,6868.0,6162.0,28.0,0.0,678.0,2602.0,23.0,4091.0,49.0,103.0,2020,89.72,0.41,0.0,9.87,37.89,0.33,59.57,0.71,1.5
09-2020,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,4228.0,4149.0,0.0,0.0,79.0,964.0,2.0,3251.0,4.0,7.0,2020,98.13,0.0,0.0,1.87,22.8,0.05,76.89,0.09,0.17
09-2020,Emergency Department,Lorn & Islands Hospital,NHS Highland,629.0,605.0,3.0,0.0,21.0,158.0,0.0,441.0,17.0,13.0,2020,96.18,0.48,0.0,3.34,25.12,0.0,70.11,2.7,2.07
09-2020,Emergency Department,Caithness General Hospital,NHS Highland,678.0,635.0,6.0,0.0,37.0,136.0,1.0,500.0,29.0,12.0,2020,93.66,0.88,0.0,5.46,20.06,0.15,73.75,4.28,1.77
09-2020,Emergency Department,Raigmore Hospital,NHS Highland,2748.0,2486.0,7.0,0.0,255.0,746.0,3.0,1855.0,22.0,122.0,2020,90.47,0.25,0.0,9.28,27.15,0.11,67.5,0.8,4.44
09-2020,Emergency Department,Belford Hospital,NHS Highland,632.0,606.0,1.0,0.0,25.0,119.0,0.0,487.0,19.0,7.0,2020,95.89,0.16,0.0,3.96,18.83,0.0,77.06,3.01,1.11
09-2020,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5209.0,4456.0,51.0,6.0,696.0,1696.0,4.0,3393.0,94.0,22.0,2020,85.54,0.98,0.12,13.36,32.56,0.08,65.14,1.8,0.42
09-2020,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4839.0,4291.0,35.0,5.0,508.0,1391.0,10.0,3332.0,91.0,15.0,2020,88.68,0.72,0.1,10.5,28.75,0.21,68.86,1.88,0.31
09-2020,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5850.0,5206.0,57.0,11.0,576.0,1753.0,5.0,4016.0,47.0,29.0,2020,88.99,0.97,0.19,9.85,29.97,0.09,68.65,0.8,0.5
09-2020,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3068.0,2743.0,25.0,0.0,300.0,1160.0,1.0,1888.0,5.0,14.0,2020,89.41,0.81,0.0,9.78,37.81,0.03,61.54,0.16,0.46
09-2020,Emergency Department,St John's Hospital,NHS Lothian,4352.0,3996.0,32.0,8.0,316.0,885.0,0.0,3436.0,28.0,3.0,2020,91.82,0.74,0.18,7.26,20.34,0.0,78.95,0.64,0.07
09-2020,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9224.0,7925.0,143.0,31.0,1125.0,3376.0,4.0,5696.0,115.0,33.0,2020,85.92,1.55,0.34,12.2,36.6,0.04,61.75,1.25,0.36
09-2020,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3767.0,3659.0,2.0,0.0,106.0,456.0,0.0,3112.0,140.0,59.0,2020,97.13,0.05,0.0,2.81,12.11,0.0,82.61,3.72,1.57
09-2020,Emergency Department,The Balfour,NHS Orkney,506.0,499.0,0.0,0.0,7.0,150.0,0.0,353.0,0.0,3.0,2020,98.62,0.0,0.0,1.38,29.64,0.0,69.76,0.0,0.59
09-2020,Emergency Department,Gilbert Bain Hospital,NHS Shetland,467.0,460.0,0.0,0.0,7.0,141.0,0.0,321.0,1.0,4.0,2020,98.5,0.0,0.0,1.5,30.19,0.0,68.74,0.21,0.86
09-2020,Emergency Department,Ninewells Hospital,NHS Tayside,4193.0,3946.0,3.0,0.0,244.0,1398.0,1.0,2561.0,153.0,80.0,2020,94.11,0.07,0.0,5.82,33.34,0.02,61.08,3.65,1.91
09-2020,Emergency Department,Perth Royal Infirmary,NHS Tayside,1844.0,1780.0,4.0,0.0,60.0,323.0,0.0,1304.0,196.0,21.0,2020,96.53,0.22,0.0,3.25,17.52,0.0,70.72,10.63,1.14
09-2020,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,698.0,698.0,0.0,0.0,0.0,0.0,0.0,646.0,52.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,92.55,7.45,0.0
09-2020,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,334.0,334.0,0.0,0.0,0.0,0.0,0.0,329.0,5.0,0.0,2020,100.0,0.0,0.0,0.0,0.0,0.0,98.5,1.5,0.0
